id,user,chat,query,model,stage,status,feedbackscore,date,time,retrycount,feedbackcomment
1671,jhpark,177,최근 7일간의 특정 태그(138973~138976)에 대한 일별 계측값을 조회하여 각 데이터를 본부(지역본부) 단위로 그룹화하고 추가로 전일 전체 전력 사용량 합계를 본부별로 집계해줘,GPT-3.5 Turbo,5. 결과 요약,FAIL,,2025-11-12,17:19:51,3,
1670,jhpark,177,최근 7일간의 특정 태그(138973~138976)에 대한 일별 계측값을 조회하여 각 데이터를 본부(지역본부) 단위로 그룹화하고 추가로 전일 전체 전력 사용량 합계를 본부별로 집계해줘,GPT-3.5 Turbo,1. 모델 상태 확인,SUCCESS,,2025-11-12,17:18:59,1,
1669,seok,175,"최근 7일 간 대표 전력 공급량 태그의 평균과 표준편차를 계산하고, 이탈한 시점·본부·태그를 알려줘",Claude Sonnet 4.5,2. 질문 분석,SUCCESS,5,2025-11-12,17:18:44,0,ok
1668,jhpark,176,최근 7일간의 특정 태그(138973~138976)에 대한 일별 계측값을 조회하여 각 데이터를 본부(지역본부) 단위로 그룹화하고 추가로 전일 전체 전력 사용량 합계를 본부별로 집계해줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-12,17:17:35,0,
1667,seok,175,"최근 7일 간 대표 전력 공급량 태그의 평균과 표준편차를 계산하고, 이탈한 시점·본부·태그를 알려줘",Claude Haiku 4.5,5. 결과 요약,SUCCESS,5,2025-11-12,17:17:25,0,ok
1666,seok,175,"최근 7일 간 대표 전력 공급량 태그의 평균과 표준편차를 계산하고, 이탈한 시점·본부·태그를 알려줘",Gemini 2.5 Pro,1. 모델 상태 확인,SUCCESS,5,2025-11-12,17:16:29,0,ok
1665,seok,175,"변량,기능 매핑과 단위 코드를 참조해, 태그의 변량,기능,단위 조합이 비정상으로 보이는 태그를 찾아줘",Claude Sonnet 4.5,4. SQL 검증,SUCCESS,5,2025-11-12,17:13:09,0,ok
1664,jhpark,265,"변량,기능 매핑과 단위 코드를 참조해, 태그의 변량,기능,단위 조합이 비정상으로 보이는 태그를 찾아줘",Claude Sonnet 4.5,5. 결과 요약,SUCCESS,5,2025-11-12,17:13:09,0,ok
1663,jhpark,118,최근 7일간의 특정 태그(138973~138976)에 대한 일별 계측값을 조회하여 각 데이터를 본부(지역본부) 단위로 그룹화하고 추가로 전일 전체 전력 사용량 합계를 본부별로 집계해줘,GPT-3.5 Turbo,4. SQL 검증,FAIL,,2025-11-12,17:12:57,3,
1662,jhpark,118,최근 7일간의 특정 태그(138973~138976)에 대한 일별 계측값을 조회하여 각 데이터를 본부(지역본부) 단위로 그룹화하고 추가로 전일 전체 전력 사용량 합계를 본부별로 집계해줘,GPT-3.5 Turbo,3. 메타 조회,FAIL,,2025-11-12,17:12:40,3,
1661,seok,175,"변량,기능 매핑과 단위 코드를 참조해, 태그의 변량,기능,단위 조합이 비정상으로 보이는 태그를 찾아줘",Claude Haiku 4.5,1. 모델 상태 확인,SUCCESS,,2025-11-12,17:12:04,0,
1660,jhpark,265,"변량,기능 매핑과 단위 코드를 참조해, 태그의 변량,기능,단위 조합이 비정상으로 보이는 태그를 찾아줘",Claude Haiku 4.5,5. 결과 요약,SUCCESS,,2025-11-12,17:12:04,0,
1659,seok,175,"변량,기능 매핑과 단위 코드를 참조해, 태그의 변량,기능,단위 조합이 비정상으로 보이는 태그를 찾아줘",Gemini 2.5 Pro,3. 메타 조회,SUCCESS,,2025-11-12,17:11:00,0,
1658,jhpark,265,"변량,기능 매핑과 단위 코드를 참조해, 태그의 변량,기능,단위 조합이 비정상으로 보이는 태그를 찾아줘",Gemini 2.5 Pro,5. 결과 요약,SUCCESS,,2025-11-12,17:11:00,0,
1657,jhpark,118,최근 7일간의 특정 태그(138973~138976)에 대한 일별 계측값을 조회하여 각 데이터를 본부(지역본부) 단위로 그룹화하고 추가로 전일 전체 전력 사용량 합계를 본부별로 집계해줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-12,17:10:56,0,
1656,seok,175,"변량,기능 매핑과 단위 코드를 참조해, 태그의 변량,기능,단위 조합이 비정상으로 보이는 태그를 찾아줘",GPT-4.1,3. 메타 조회,SUCCESS,,2025-11-12,17:09:51,0,
1655,jhpark,265,"변량,기능 매핑과 단위 코드를 참조해, 태그의 변량,기능,단위 조합이 비정상으로 보이는 태그를 찾아줘",GPT-4.1,2. 질문 분석,SUCCESS,,2025-11-12,17:09:51,0,
1654,seok,175,"변량,기능 매핑(RDIBRKN_TB)과 단위 코드(RDITAGUNIT_TB)를 참조해, 태그의 변량,기능,단위 조합이 비정상으로 보이는 태그를 찾아줘",Claude Sonnet 4.5,3. 메타 조회,SUCCESS,5,2025-11-12,17:08:47,0,ok
1653,jhpark,265,"변량,기능 매핑(RDIBRKN_TB)과 단위 코드(RDITAGUNIT_TB)를 참조해, 태그의 변량,기능,단위 조합이 비정상으로 보이는 태그를 찾아줘",Claude Sonnet 4.5,2. 질문 분석,SUCCESS,5,2025-11-12,17:08:47,0,ok
1652,jhpark,265,"변량,기능 매핑(RDIBRKN_TB)과 단위 코드(RDITAGUNIT_TB)를 참조해, 태그의 변량,기능,단위 조합이 비정상으로 보이는 태그를 찾아줘",Claude Haiku 4.5,2. 질문 분석,SUCCESS,5,2025-11-12,17:07:50,0,ok
1651,seok,175,"변량,기능 매핑(RDIBRKN_TB)과 단위 코드(RDITAGUNIT_TB)를 참조해, 태그의 변량,기능,단위 조합이 비정상으로 보이는 태그를 찾아줘",Claude Haiku 4.5,3. 메타 조회,SUCCESS,5,2025-11-12,17:07:50,0,ok
1650,seok,175,"변량-기능 매핑(RDIBRKN_TB)과 단위 코드(RDITAGUNIT_TB)를 참조해, 태그의 변량,기능,단위 조합이 비정상으로 보이는 태그를 찾아줘",Gemini 2.5 Flash,1. 모델 상태 확인,SUCCESS,,2025-11-12,17:07:10,0,
1649,jhpark,265,"변량-기능 매핑(RDIBRKN_TB)과 단위 코드(RDITAGUNIT_TB)를 참조해, 태그의 변량,기능,단위 조합이 비정상으로 보이는 태그를 찾아줘",Gemini 2.5 Flash,3. 메타 조회,SUCCESS,,2025-11-12,17:07:10,0,
1648,seok,175,"변량-기능 매핑(RDIBRKN_TB)과 단위 코드(RDITAGUNIT_TB)를 참조해, 태그의 변량,기능,단위 조합이 비정상으로 보이는 태그를 찾아줘",Gemini 2.5 Pro,2. 질문 분석,SUCCESS,5,2025-11-12,17:06:13,0,ok
1647,jhpark,265,"변량-기능 매핑(RDIBRKN_TB)과 단위 코드(RDITAGUNIT_TB)를 참조해, 태그의 변량,기능,단위 조합이 비정상으로 보이는 태그를 찾아줘",Gemini 2.5 Pro,5. 결과 요약,SUCCESS,5,2025-11-12,17:06:13,0,ok
1646,jhpark,118,최근 7일간의 특정 태그(138973~138976)에 대한 일별 계측값을 조회하여 각 데이터를 본부(지역본부) 단위로 그룹화하고 추가로 전일 전체 전력 사용량 합계를 본부별로 집계해줘,GPT-3.5 Turbo,1. 모델 상태 확인,FAIL,,2025-11-12,17:06:07,3,
1645,jhpark,118,최근 7일간의 특정 태그(138973~138976)에 대한 일별 계측값을 조회하여 각 데이터를 본부(지역본부) 단위로 그룹화하고 추가로 전일 전체 전력 사용량 합계를 본부별로 집계해줘,GPT-3.5 Turbo,2. 질문 분석,FAIL,,2025-11-12,17:05:17,3,
1644,seok,175,"변량 기능 매핑(RDIBRKN_TB)과 단위 코드(RDITAGUNIT_TB)를 참조해, 태그의 변량,기능,단위 조합이 비정상으로 보이는 태그를 찾아줘",GPT-4.1,1. 모델 상태 확인,SUCCESS,5,2025-11-12,17:05:09,0,ok
1643,jhpark,265,"변량 기능 매핑(RDIBRKN_TB)과 단위 코드(RDITAGUNIT_TB)를 참조해, 태그의 변량,기능,단위 조합이 비정상으로 보이는 태그를 찾아줘",GPT-4.1,3. 메타 조회,SUCCESS,5,2025-11-12,17:05:09,0,ok
1642,jhpark,265,"변량-기능 매핑(RDIBRKN_TB)과 단위 코드(RDITAGUNIT_TB)를 참조해, 태그의 변량,기능,단위 조합이 비정상으로 보이는 태그를 찾아줘",GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,5,2025-11-12,17:04:08,0,ok
1641,seok,175,"변량-기능 매핑(RDIBRKN_TB)과 단위 코드(RDITAGUNIT_TB)를 참조해, 태그의 변량,기능,단위 조합이 비정상으로 보이는 태그를 찾아줘",GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,5,2025-11-12,17:04:08,0,ok
1640,jhpark,118,최근 7일간의 특정 태그(138973~138976)에 대한 일별 계측값을 조회하여 각 데이터를 본부(지역본부) 단위로 그룹화하고 추가로 전일 전체 전력 사용량 합계를 본부별로 집계해줘,GPT-3.5 Turbo,2. 질문 분석,FAIL,,2025-11-12,17:03:42,3,
1639,test001,332,"2025년 9월의 월 집계값과, 같은 월의 일 집계합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1 Mini,5. 결과 요약,SUCCESS,5,2025-11-12,17:01:33,0,ok
1638,test001,332,"2025년 9월의 월 집계값과, 같은 월의 일 집계합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1 Mini,5. 결과 요약,SUCCESS,5,2025-11-12,17:01:33,0,ok
1637,test001,332,"2025년 9월의 월 집계값과, 같은 월의 일 집계합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1 Mini,3. 메타 조회,SUCCESS,5,2025-11-12,17:01:33,0,ok
1636,seok,267,"2025년 9월의 월 집계값과, 같은 월의 일 집계합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1 Mini,4. SQL 검증,SUCCESS,5,2025-11-12,17:01:33,0,ok
1635,seok,175,"2025년 9월의 월 집계값과, 같은 월의 일 집계합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,5,2025-11-12,17:01:33,0,ok
1634,seok,267,"2025년 9월의 월 집계값과, 같은 월의 일 집계합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1 Mini,4. SQL 검증,SUCCESS,5,2025-11-12,17:01:33,0,ok
1633,seok,267,"2025년 9월의 월 집계값과, 같은 월의 일 집계합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1 Mini,5. 결과 요약,SUCCESS,5,2025-11-12,17:01:33,0,ok
1632,test001,332,"2025년 9월의 월 집계값과, 같은 월의 일 집계합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1 Mini,3. 메타 조회,SUCCESS,5,2025-11-12,17:01:33,0,ok
1631,test001,332,"2025년 9월의 월 집계값과, 같은 월의 일 집계합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1 Mini,4. SQL 검증,SUCCESS,5,2025-11-12,17:01:33,0,ok
1630,test001,332,"2025년 9월의 월 집계값과, 같은 월의 일 집계합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,5,2025-11-12,17:01:33,0,ok
1629,test001,332,"2025년 9월의 월 집계값과, 같은 월의 일 집계합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1 Mini,2. 질문 분석,SUCCESS,5,2025-11-12,17:01:33,0,ok
1628,jhpark,265,"2025년 9월의 월 집계값과, 같은 월의 일 집계합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1 Mini,5. 결과 요약,SUCCESS,5,2025-11-12,17:01:33,0,ok
1627,seok,267,"2025년 9월의 월 집계값과, 같은 월의 일 집계합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1 Mini,4. SQL 검증,SUCCESS,5,2025-11-12,17:01:33,0,ok
1626,test001,332,"2025년 9월의 월 집계값과, 같은 월의 일 집계합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1 Mini,3. 메타 조회,SUCCESS,5,2025-11-12,17:01:33,0,ok
1625,seok,175,"2025년 9월의 월 집계(RDD01MM_TB) 값과, 같은 월의 일 집계(RDD01DD_TB) 합계가 사업장·TAGSN별로 일치하는지 비교해줘",Claude Sonnet 4.5,2. 질문 분석,SUCCESS,5,2025-11-12,17:00:04,0,ok
1624,seok,175,"2025년 9월의 월 집계(RDD01MM_TB) 값과, 같은 월의 일 집계(RDD01DD_TB) 합계가 사업장·TAGSN별로 일치하는지 비교해줘",Gemini 2.5 Pro,2. 질문 분석,SUCCESS,,2025-11-12,16:59:33,0,
1623,seok,175,"2025년 9월의 월 집계값과, 같은 월의 일 집계합계가 사업장·TAGSN별로 일치하는지 비교해줘",Claude Sonnet 4.5,2. 질문 분석,SUCCESS,5,2025-11-12,16:58:20,0,ok
1622,seok,174,"2025년 9월의 월 집계값과, 같은 월의 일 집계합계가 사업장·TAGSN별로 일치하는지 비교해줘",Gemini 2.5 Pro,5. 결과 요약,SUCCESS,,2025-11-12,16:57:00,0,
1621,test001,332,"2025년 9월의 월 집계(RDD01MM_TB) 값과, 같은 월의 일 집계(RDD01DD_TB) 합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1,1. 모델 상태 확인,SUCCESS,5,2025-11-12,16:54:30,0,ok
1620,test001,332,"2025년 9월의 월 집계(RDD01MM_TB) 값과, 같은 월의 일 집계(RDD01DD_TB) 합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1,1. 모델 상태 확인,SUCCESS,5,2025-11-12,16:54:30,0,ok
1619,seok,267,"2025년 9월의 월 집계(RDD01MM_TB) 값과, 같은 월의 일 집계(RDD01DD_TB) 합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1,2. 질문 분석,SUCCESS,5,2025-11-12,16:54:30,0,ok
1618,seok,267,"2025년 9월의 월 집계(RDD01MM_TB) 값과, 같은 월의 일 집계(RDD01DD_TB) 합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1,1. 모델 상태 확인,SUCCESS,5,2025-11-12,16:54:30,0,ok
1617,test001,332,"2025년 9월의 월 집계(RDD01MM_TB) 값과, 같은 월의 일 집계(RDD01DD_TB) 합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1,5. 결과 요약,SUCCESS,5,2025-11-12,16:54:30,0,ok
1616,test001,332,"2025년 9월의 월 집계(RDD01MM_TB) 값과, 같은 월의 일 집계(RDD01DD_TB) 합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1,4. SQL 검증,SUCCESS,5,2025-11-12,16:54:30,0,ok
1615,test001,332,"2025년 9월의 월 집계(RDD01MM_TB) 값과, 같은 월의 일 집계(RDD01DD_TB) 합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1,1. 모델 상태 확인,SUCCESS,5,2025-11-12,16:54:30,0,ok
1614,seok,174,"2025년 9월의 월 집계(RDD01MM_TB) 값과, 같은 월의 일 집계(RDD01DD_TB) 합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1,5. 결과 요약,SUCCESS,5,2025-11-12,16:54:30,0,ok
1613,seok,267,"2025년 9월의 월 집계(RDD01MM_TB) 값과, 같은 월의 일 집계(RDD01DD_TB) 합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1,5. 결과 요약,SUCCESS,5,2025-11-12,16:54:30,0,ok
1612,test001,332,"2025년 9월의 월 집계(RDD01MM_TB) 값과, 같은 월의 일 집계(RDD01DD_TB) 합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1,2. 질문 분석,SUCCESS,5,2025-11-12,16:54:30,0,ok
1611,test001,332,"2025년 9월의 월 집계(RDD01MM_TB) 값과, 같은 월의 일 집계(RDD01DD_TB) 합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1,3. 메타 조회,SUCCESS,5,2025-11-12,16:54:30,0,ok
1610,seok,267,"2025년 9월의 월 집계(RDD01MM_TB) 값과, 같은 월의 일 집계(RDD01DD_TB) 합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1,4. SQL 검증,SUCCESS,5,2025-11-12,16:54:30,0,ok
1609,test001,332,"2025년 9월의 월 집계(RDD01MM_TB) 값과, 같은 월의 일 집계(RDD01DD_TB) 합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1,2. 질문 분석,SUCCESS,5,2025-11-12,16:54:30,0,ok
1608,jhpark,265,"2025년 9월의 월 집계(RDD01MM_TB) 값과, 같은 월의 일 집계(RDD01DD_TB) 합계가 사업장·TAGSN별로 일치하는지 비교해줘",GPT-4.1,1. 모델 상태 확인,SUCCESS,5,2025-11-12,16:54:30,0,ok
1607,seok,174,"2025년 9월의 월 집계(RDD01MM_TB) 값과, 같은 월의 일 집계(RDD01DD_TB) 합계가 사업장·TAGSN별로 일치하는지 비교해줘",Claude Sonnet 4.5,2. 질문 분석,SUCCESS,5,2025-11-12,16:51:27,0,ok
1606,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Sonnet 4.5,5. 결과 요약,SUCCESS,,2025-11-12,16:49:53,0,
1605,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Sonnet 4.5,4. SQL 검증,SUCCESS,,2025-11-12,16:49:53,0,
1604,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Sonnet 4.5,3. 메타 조회,SUCCESS,,2025-11-12,16:49:53,0,
1603,seok,267,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Sonnet 4.5,1. 모델 상태 확인,SUCCESS,,2025-11-12,16:49:53,0,
1602,seok,174,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Sonnet 4.5,3. 메타 조회,SUCCESS,,2025-11-12,16:49:53,0,
1601,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Sonnet 4.5,3. 메타 조회,SUCCESS,,2025-11-12,16:49:53,0,
1600,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Sonnet 4.5,4. SQL 검증,SUCCESS,,2025-11-12,16:49:53,0,
1599,jhpark,265,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Sonnet 4.5,1. 모델 상태 확인,SUCCESS,,2025-11-12,16:49:53,0,
1598,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Sonnet 4.5,1. 모델 상태 확인,SUCCESS,,2025-11-12,16:49:53,0,
1597,seok,267,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Sonnet 4.5,4. SQL 검증,SUCCESS,,2025-11-12,16:49:53,0,
1596,seok,267,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Sonnet 4.5,1. 모델 상태 확인,SUCCESS,,2025-11-12,16:49:53,0,
1595,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Sonnet 4.5,2. 질문 분석,SUCCESS,,2025-11-12,16:49:53,0,
1594,seok,267,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Sonnet 4.5,3. 메타 조회,SUCCESS,,2025-11-12,16:49:53,0,
1593,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Sonnet 4.5,4. SQL 검증,SUCCESS,,2025-11-12,16:49:53,0,
1592,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Haiku 4.5,4. SQL 검증,SUCCESS,,2025-11-12,16:48:35,0,
1591,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Haiku 4.5,5. 결과 요약,SUCCESS,,2025-11-12,16:48:35,0,
1590,seok,267,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Haiku 4.5,5. 결과 요약,SUCCESS,,2025-11-12,16:48:35,0,
1589,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Haiku 4.5,1. 모델 상태 확인,SUCCESS,,2025-11-12,16:48:35,0,
1588,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Haiku 4.5,1. 모델 상태 확인,SUCCESS,,2025-11-12,16:48:35,0,
1587,seok,267,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Haiku 4.5,2. 질문 분석,SUCCESS,,2025-11-12,16:48:35,0,
1586,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Haiku 4.5,5. 결과 요약,SUCCESS,,2025-11-12,16:48:35,0,
1585,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Haiku 4.5,4. SQL 검증,SUCCESS,,2025-11-12,16:48:35,0,
1584,seok,267,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Haiku 4.5,4. SQL 검증,SUCCESS,,2025-11-12,16:48:35,0,
1583,jhpark,265,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Haiku 4.5,1. 모델 상태 확인,SUCCESS,,2025-11-12,16:48:35,0,
1582,seok,174,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Haiku 4.5,4. SQL 검증,SUCCESS,,2025-11-12,16:48:35,0,
1581,seok,267,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Haiku 4.5,3. 메타 조회,SUCCESS,,2025-11-12,16:48:35,0,
1580,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Haiku 4.5,3. 메타 조회,SUCCESS,,2025-11-12,16:48:35,0,
1579,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Claude Haiku 4.5,5. 결과 요약,SUCCESS,,2025-11-12,16:48:35,0,
1578,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Gemini 2.5 Pro,1. 모델 상태 확인,SUCCESS,,2025-11-12,16:47:52,0,
1577,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Gemini 2.5 Pro,5. 결과 요약,SUCCESS,,2025-11-12,16:47:52,0,
1576,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Gemini 2.5 Pro,3. 메타 조회,SUCCESS,,2025-11-12,16:47:52,0,
1575,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Gemini 2.5 Pro,3. 메타 조회,SUCCESS,,2025-11-12,16:47:52,0,
1574,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Gemini 2.5 Pro,1. 모델 상태 확인,SUCCESS,,2025-11-12,16:47:52,0,
1573,seok,174,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Gemini 2.5 Pro,4. SQL 검증,SUCCESS,,2025-11-12,16:47:52,0,
1572,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Gemini 2.5 Pro,5. 결과 요약,SUCCESS,,2025-11-12,16:47:52,0,
1571,seok,267,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Gemini 2.5 Pro,2. 질문 분석,SUCCESS,,2025-11-12,16:47:52,0,
1570,seok,267,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Gemini 2.5 Pro,4. SQL 검증,SUCCESS,,2025-11-12,16:47:52,0,
1569,test001,332,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Gemini 2.5 Pro,4. SQL 검증,SUCCESS,,2025-11-12,16:47:52,0,
1568,seok,267,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Gemini 2.5 Pro,5. 결과 요약,SUCCESS,,2025-11-12,16:47:52,0,
1567,seok,267,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Gemini 2.5 Pro,3. 메타 조회,SUCCESS,,2025-11-12,16:47:52,0,
1566,jhpark,265,"대표 용수공급량 TAGSN 각각에 대해 서브 TAGSN 합산 결과와 실제 일 집계가 일치하는지 검증하고, 오차율 상위 10건을 리포트해줘",Gemini 2.5 Pro,1. 모델 상태 확인,SUCCESS,,2025-11-12,16:47:52,0,
